IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
0061656,135362,La feldmarescialla (1967) ,"['Comedy', 'Musical']","['motorcycle with a sidecar', 'gag humor', 'airplane shot down', 'nazi occupied italy', 'razzia']",Steno,"['Rita Pavone', 'Francis Blanche', 'Terence Hill', 'Aroldo Tieri', 'Jess Hahn', 'Michel Modo', 'Teddy Reno', 'Giampiero Littera', 'Claudio Trionfi']",Italian,4.9
0062779,135364,Capriccio all'italiana (1968) ,['Comedy'],"['italy', 'anthology film', 'omnibus film', 'portmanteau film', 'directed by several directors']",Mauro Bolognini,"['Totò', ""Ugo D'Alessio"", 'Regina Seiffert', 'Dante Maggio', 'Sandro Merli', 'Renzo Marignano', 'Franco Franchi', 'Ciccio Ingrassia', 'Ninetto Davoli', 'Laura Betti', 'Adriana Asti', 'Domenico Modugno', 'Carlo Pisacane', 'Francesco Leonetti', 'Luigi Barbieri']",Italian,6.6
0067946,135370,Il vichingo venuto dal sud (1971) ,"['Adventure', 'Comedy', 'Romance']","['italy', 'sicilian', 'jealousy', '8mm film', 'porn industry']",Steno,"['Lando Buzzanca', 'Pamela Tiffin', 'Renzo Marignano', 'Gigi Ballista', 'Rita Forzano', 'Steffen Zacharias', 'Dominique Boschero', 'Alessandro Figurelli', 'Victoria Zinny', 'Donatella Della Nora', 'Ada Pometti', 'Ferdy Mayne', 'Kjeld Nørgaard', 'Edda Ferronao', 'Matilde Antonelli']",Italian,6.3
0069431,135374,L'uccello migratore (1972) ,['Comedy'],"['italian sex comedy', 'sicilian', 'sex comedy']",Steno,"['Rossana Podestà', 'Lando Buzzanca', 'Dominique Torrent', 'Paolo Cardoni', 'Christian Thorn', 'Sandro Dionisi', 'Pia Velsi', 'Ignazio Leone', 'Gianrico Tedeschi']",Italian,6.2
0069712,135376,Anastasia mio fratello (1973) ,"['Comedy', 'Crime']","['mafia', 'gangster', 'based on book']",Steno,"['Alberto Sordi', 'Richard Conte', 'Luciano Pigozzi', 'Edoardo Faieta', 'Thomas Chu', 'Franco Angrisano', 'Feodor Chaliapin Jr.', 'Maria Tedeschi', 'Ugo Carboni', 'Mary Dolan', 'Enzo Monteduro', 'Umberto Travaglini', 'Nello Caruso', 'Joe Anile', 'Henry Ferrentino']",Italian,6.1
0070534,135378,Piedone lo sbirro (1973) ,"['Action', 'Comedy', 'Crime', 'Drama']","['naples italy', 'police detective', 'fistfight', 'tough cop', 'gangster']",Steno,"['Bud Spencer', 'Adalberto Maria Merli', 'Raymond Pellegrin', 'Juliette Mayniel', 'Mario Pilar', 'Enzo Cannavale', 'Angelo Infanti', 'Jho Jhenkins', 'Salvatore Morra', 'Franco Angrisano', 'Carla Mancini', 'Alessandro Perrella', 'Enzo Maggio', 'Luciano Tacconi', 'Dominic Barto']",Italian,6.8
0073541,135380,Piedone a Hong Kong (1975) ,"['Action', 'Comedy', 'Crime', 'Drama']","['tough guy', 'hong kong', 'hit in the face', 'hong kong poliziottesco', 'cult film']",Steno,"['Bud Spencer', 'Al Lettieri', 'Enzo Cannavale', 'Renato Scarpa', 'Francesco De Rosa', 'Nancy Sit', 'Daygolo', 'Robert Webber', 'Enzo Maggio', 'Roberta Paladini', 'Chaplin Chang', 'Dominic Barto', 'Jho Jhenkins', ""Roberto Dell'Acqua"", 'Claudio Ruffini']",Italian,6.5
0074700,135382,L'Italia s'è rotta (1976) ,['Comedy'],"['male nudity', 'female nudity', 'male full frontal nudity', 'female frontal nudity', 'female full frontal nudity']",Steno,"['Dalila Di Lazzaro', 'Teo Teocoli', 'Mario Scarpetta', 'Mario Carotenuto', 'Clelia Matania', 'Sergio Di Pinto', 'Marisa Laurito', 'Loris Bazzocchi', 'Guidarino Guidi', 'Antonio Basile', 'Barbara Herrera', 'Roberto Alessandri', 'Armando Marra', 'Ada Pometti', 'Giovanni Pallavicino']",Italian,6.1
0074520,135384,Febbre da cavallo (1976) ,['Comedy'],"['horse', 'cult film', 'stolen money', 'horse racing', 'product placement']",Steno,"['Gigi Proietti', 'Enrico Montesano', 'Catherine Spaak', 'Mario Carotenuto', 'Francesco De Rosa', 'Maria Teresa Albani', 'Gigi Ballista', 'Nikki Gentile', 'Adolfo Celi', 'Ennio Antonelli', 'Luciano Bonanni', 'Aristide Caporale', 'Gianfranco Cardinali', 'Giuseppe Castellano', 'Fernando Cerulli']",Italian,7.2
0076544,135388,Piedone l'africano (1978) ,"['Action', 'Comedy', 'Crime', 'Drama']","['south africa', 'napoli', 'africa', 'swimming pool', 'desert']",Steno,"['Bud Spencer', 'Enzo Cannavale', 'Werner Pochath', 'Joe Stewardson', 'Carel Trichardt', 'Desmond Thompson', 'Baldwyn Dakile', 'Dagmar Lassander', 'Antonio Allocca', 'Giancarlo Bastianoni', 'Franco Cirino', 'Giorgio Cerioni', 'Ester Carloni', 'Rita Ehlers', 'Carlo Reali']",Italian,6.3
0079068,135392,Dottor Jekyll e gentile signora (1979) ,['Comedy'],"['hot', 'sex scene', 'sexy', 'foreign language adaptation', 'london england']",Steno,"['Paolo Villaggio', 'Edwige Fenech', 'Gianrico Tedeschi', 'Gordon Mitchell', 'Paolo Paoloni', 'Guerrino Crivello', 'Eolo Capritti', 'Francesco Anniballi', 'Walter Williams', 'Clemente Ukmar', 'Geoffrey Copleston', 'Paola Arduini']",Italian,5.4
0083676,135398,Bonnie e Clyde all'italiana (1983) ,"['Comedy', 'Crime']",['life'],Steno,"['Paolo Villaggio', 'Ornella Muti', 'Jean Sorel', 'Ferdinando Murolo', 'Antonio Allocca', 'Antonio Basile', 'Loris Bazzocchi', 'Dino Cassio', 'Eugenio Masciari', 'Martufello', 'Corrado Olmi', 'Giuseppe Picciotto', 'Georgio Serafini', 'Max Turilli', 'Alvaro Gradella']",Italian,5.7
0084634,135400,"Sballato, gasato, completamente fuso (1982) ","['Comedy', 'Crime']","['sex comedy', 'italy', 'italian sex comedy', 'stripping', 'female nudity']",Steno,"['Edwige Fenech', 'Diego Abatantuono', 'Liù Bosisio', 'Mauro Di Francesco', 'Enrico Maria Salerno', 'Cinzia de Ponti', 'Stefano Gragnani', 'Peter Berling', 'Maria Rosaria Spadola', 'Sandro Ghiani', 'Giorgio Giuliani', 'Ivana Milan', 'Annibale Rocco']",Italian,5.4
0477002,135404,Gogol Bordello Non-Stop (2008) ,['Documentary'],['band'],Margarita Jimeno,"['Manu Chao', 'Susan Donaldson', 'Eliot Ferguson', 'Thomas Gobena', 'Gogol Bordello', 'Eugene Hutz', 'Ori Kaplan', 'Yuri Lemeshev', 'Katheryn Mcgaffigan', 'Rea Mochiach', 'Pamela Racine', 'Piroska Racz', 'Sergei Ryabtsev', 'DJ Scratchy', 'Elizabeth Sun']",Russian,7.5
2054815,135406,The Antics Roadshow (2011) ,['Documentary'],"['prank', 'practical joke', 'graffiti artist', 'graffiti']",Banksy,"['Kathy Burke', 'Andy Bichlbaum', 'Mike Bonanno', 'Rémi Gaillard', 'Noël Godin', 'Mark Roberts', 'Charlie Todd']",English,7.0
1329371,135408,Intangible Asset No. 82 (2008) ,"['Documentary', 'Music']","['shaman', 'journey', 'jazz', 'music documentary', 'improvised music']",Emma Franz,"['Simon Barker', 'Dong-won Kim', 'Bae Il-Dong', 'Sung-dok Jeong', 'Park Byong-Chon', 'Kang Sun-il', 'Jin You-rim', 'Kim Seok-Chul']",English,8.2
1748062,135410,Jig (2011) ,"['Documentary', 'Musical']",[],Sue Bourne,"['Joe Bitter', 'John Carey', 'Suzanne Coyle', 'Claire Greaney', 'Simona Mauriello', 'Shane McAvinchey', 'Brogan McKay', ""Julia O'Rourke"", 'Sandun Verschoor', 'John Whitehurst']",English,6.6
1794779,135412,Eco-Pirate: The Story of Paul Watson (2011) ,['Documentary'],"['whaling', 'paul watson', 'rule of law', 'end justifies the means', 'eco terrorism']",Trish Dolman,"['Paul Watson', 'Patrick Moore', 'Rex Weyler', 'Chris Aultman', 'Pete Bethune', 'Alex Cornelissen', 'Andrew Darby', 'Peter Garrett', 'Peter Hammarstedt', 'Loyola Hearn', 'Emily Hunter', 'Robert Hunter', 'Terri Irwin', 'Anthony Kiedis', 'Allison Lance']",English,7.9
2274064,135414,The Last White Knight (2012) ,"['Documentary', 'Biography', 'History']","['civil rights', 'mississippi', 'reconciliation', 'activist', 'civil rights movement']",Paul Saltzman,"['Delay de la Beckwith', 'Jim Ingram', 'Donna Ladd', 'Jimmie Travis', 'Joe Harris', 'Harry Belafonte', 'Charles Evers', 'Myrlie Evers', 'Morgan Freeman', 'Joecephus Martin', 'John Lewis', 'Tbone Pruitt', 'Richard Barrett']",English,7.1
2691786,135416,Spies of Mississippi (2014) ,['Documentary'],"['spy', 'commission', 'rights', 'civil', 'racism']",Dawn Porter,"['Ross Barnett', 'Margaret Block', 'R.L. Bolden', 'Rick Bowers', 'Fannie Chaney', 'James P. Coleman', 'Ralph Eubanks', 'Percy Greene', 'Lawrence Guyot', 'Horace H. Harned Jr.', 'Lyndon B. Johnson', 'Paul Johnson', 'Robert F. Kennedy', 'Edwin King', 'Martin Luther King']",English,7.3
0139193,135420,"The Farm: Angola, USA (1998) ",['Documentary'],"['title co directed by female', 'angola', 'prison', 'louisiana state penitentiary', 'louisiana']",Liz Garbus,"['Bernard Addison', 'Burl Cain', 'George Crawford', 'Wilbert Rideau', 'Vincent Simmons', ""Eugene 'Bishop' Tannehill"", ""Logan 'Bones' Theriot"", 'Ashanti Witherspoon']",English,7.4
2806908,135422,Le métis de Dieu (2013) ,['Biography'],[],Ilan Duran Cohen,"['Laurent Lucas', 'Aurélien Recoing', 'Audrey Dana', 'Pascal Greggory', 'Grégoire Leprince-Ringuet', 'Alex Skarbek', 'Vincent Furic', 'Dan Gutman', 'Henri Guybet', 'Aurélien Heilbronn', 'Zbigniew Jankowski', 'Jean-Noël Martin', 'Nathalie Richard', 'Christophe Dimitri Réveille', 'Aude Saintier']",French,6.5
0423868,135424,Khab-e talkh (2004) ,"['Comedy', 'Drama']",['journey'],Mohsen Amiryoussefi,"['Yadollah Anvari', 'Abbas Esfandiari', 'Delbar Ghasri', 'Mohsen Rahimi', 'Safar-Ali Safari']",Persian,7.3
4123430,135426,Fantastic Beasts: The Crimes of Grindelwald (2018) ,"['Adventure', 'Family', 'Fantasy']","['magical creature', 'paris france', 'sequel', 'wizard', 'witch']",David Yates,"['Johnny Depp', 'Kevin Guthrie', 'Carmen Ejogo', 'Wolf Roth', 'Eddie Redmayne', 'Zoë Kravitz', 'Callum Turner', 'Derek Riddell', 'Cornell John', 'Ezra Miller', 'Ingvar Sigurdsson', 'Poppy Corby-Tuech', 'Andrew Turner', 'Maja Bloom', 'Simon Meacock']",English,6.6
1227637,135430,Impact             ,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","['outer space', 'moon', 'earth', 'orbit', 'astronaut']",David James Elliott,"['David James Elliott', 'Natasha Henstridge', 'Benjamin Sadler', 'Florentine Lahme', 'James Cromwell', 'Steven Culp', 'Owen Best', 'Natasha Calis', 'Yee Jee Tso', 'Colin Cunningham', 'Michael Kopsa', 'Samantha Ferris', 'Ron Lea', 'Benjamin Ayres', 'Gerard Plunkett', 'Ty Olsson', 'Dave Lantaigne', 'Howard Markson', 'Panta Mosleh', 'Dean Redman', 'Nick Singer', 'Matthew Walker']",English,5.6
1728979,135432,Mercenaries (2011) ,"['Action', 'Drama']","['political assassination', 'sas', 'coup', 'military coup', 'u.s. ambassador']",Paris Leonti,"['Robert Fucilla', 'Kirsty Mitchell', 'Robert James-Collier', 'Danny Sapani', 'Antony Byrne', 'Geoff Bell', 'Nicholas Sidi', 'Michael Nardone', 'Vas Blackwood', 'Robert Boulter', 'Billy Zane', 'Ian Burfield', 'Stewart Scudamore', ""Dre' Michael Chaney"", 'Andrew Harwood Mills']",English,3.4
3725284,135434,Sitter Cam (2014) ,"['Drama', 'Mystery', 'Thriller']","['office', 'injury', 'paramedic', 'little girl', 'nail gun']",Nancy Leopardi,"['India Eisley', 'Laura Allen', 'Cam Gigandet', 'Farrah Mackenzie', 'Renée Felice Smith', 'Richard Portnow', 'Carol Herman', 'Andrew Fiscella', 'Anthony Backman', 'Steve Bencich', 'Kate Fuglei', 'Hamilton Mitchell', 'Amber Hamilton Russo', 'David Sullivan', 'Andre Gower']",English,5.5
2709768,135436,The Secret Life of Pets (2016) ,"['Animation', 'Adventure', 'Comedy', 'Family']","['rodent', 'animal', 'frog', 'fight', 'betrayal']",Chris Renaud,"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart', 'Jenny Slate', 'Ellie Kemper', 'Albert Brooks', 'Lake Bell', 'Dana Carvey', 'Hannibal Buress', 'Bobby Moynihan', 'Chris Renaud', 'Steve Coogan', 'Michael Beattie', 'Sandra Echeverría', 'Jaime Camil']",English,6.5
0075367,135438,Underground (1976) ,['Documentary'],"['underground', 'radical', 'leftist', 'government', '1970s']",Emile de Antonio,"['Bill Ayers', 'Kathy Boudin', 'Emile de Antonio', 'Bernardine Dohrn', 'Jeff Jones', 'Haskell Wexler', 'Cathy Wilkerson']",English,6.9
0333388,135440,Edifício Master (2002) ,['Documentary'],"['copacabana', 'brazil', 'urban setting', 'rio de janeiro brazil', 'neighbor']",Eduardo Coutinho,['Fernando José'],Portuguese,8.4
1893195,135444,A.C.A.B. - All Cops Are Bastards (2012) ,"['Action', 'Crime', 'Drama']","['cop', 'riot', 'police officer stabbed in the leg', 'police officer stabbed', 'police officer kicked']",Stefano Sollima,"['Pierfrancesco Favino', 'Filippo Nigro', 'Marco Giallini', 'Andrea Sartoretti', 'Domenico Diele', 'Roberta Spagnuolo', 'Eugenio Mastrandrea', 'Eradis Josende Oberto', 'Carlo Marino Altomonte', 'Riccardo Angelini', 'Alessandra Antinori', 'Livio Beshir', 'Stefania Bogo', 'Antonio Brundu', 'Sebastiano Colla']",Italian,6.6
3295482,135452,Frankenstein vs. the Mummy (2015) ,['Horror'],"['psychotronic film', 'monster', 'brain', 'creature feature', 'scientist']",Damien Leone,"['Max Rhyser', 'Ashton Leigh', 'Boomer Tibbs', 'Brandon deSpain', 'Constantin Tripes', 'Robert MacNaughton', 'Michael Chmiel', 'Malika Franklin', 'Stefanie Merola', 'Martin Pfefferkorn', 'Rahul Rai', 'Daniel Rodas', 'Sean Rogers']",English,3.6
1592503,135454,Alien vs. Ninja (2010) ,"['Action', 'Comedy', 'Fantasy', 'Horror', 'Sci-Fi']","['cringe comedy', 'camp', 'grindhouse film', 'psychotronic film', 'ninja']",Seiji Chiba,"['Masanori Mimoto', 'Shûji Kashiwabara', 'Donpei Tsuchihira', 'Mika Hijii', 'Yûki Ogoe', 'Ben Hiura', 'Kenji Saito', 'Hidetaka Nishio', 'Kentarô Shimazu', 'Hideto Washizu', 'Isamu Sugihara', 'Taro Kanazawa', 'Kôji Inagaki', 'Hideaki Morikawa', 'Kyôsuke Sasaki']",Japanese,4.3
1024215,135456,Kôkaku kidôtai: Stand alone complex - The laughing man (2005) ,"['Animation', 'Action', 'Drama', 'Mystery', 'Sci-Fi']","['anime', 'hacking', 'computer']",Kenji Kamiyama,"['Alison Matthews', 'Russell Roberts', 'David Kaye', 'Trevor Devall', 'Alistair Abell', 'Michael Adamthwaite', 'Nicole Bouma', 'Louis Chirillo', 'Michael Dobson', 'Paul Dobson', 'Ross Douglas', 'Brian Drummond', 'Andrew Francis', 'Alberto Ghisi', 'Mark Gibbon']",Japanese,8.3
1049406,135460,Pablo (2012) ,"['Animation', 'Biography']","['72 year old', 'part animation', 'one word title', 'forename as title', 'name in title']",Richard Goldgewicht,"['Andrew Ableson', 'Julian Barry', 'Richard Benjamin', 'Beau Bridges', 'Jeff Bridges', 'Don Calfa', 'Jonathan Demme', 'Robert Downey Sr.', 'Allen Ferro', 'Pablo Ferro', 'Ethan Flower', 'Andy Garcia', 'Samantha Harper', 'Anjelica Huston', 'Norman Jewison']",English,6.6
2357770,135462,All the Wilderness (2014) ,['Drama'],"['boy', 'teenage boy', 'drunken boy', 'therapist', 'swimming']",Michael James Johnson,"['Virginia Madsen', 'Danny DeVito', 'Isabelle Fuhrman', 'Kodi Smit-McPhee', 'Evan Ross', 'Hannah Barefoot', 'Chase Offerle', 'Brent Kublick', 'Pat Janowski', 'Gilberto Martin del Campo', 'Jacob Block', 'Brady James', 'Simos Kalivas', 'Tabor Helton', 'Sarah Buckley']",English,5.8
0457342,135466,Evil Behind You (2006) ,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']","['experiment', 'spoof', 'possession', 'kidnapping', 'good versus evil']",Jim Carroll,"['Hilary Kennedy', 'Manuel Velazquez', 'D.C. Lee', 'Jim Garrity', 'Gwendolynn Murphy', 'Gerardo Davila', 'San Banarje', 'David Lee', 'Regina Lyn', 'Justin Humphries', 'Brooke Bishop', 'Ava Marie Carmichael', 'Bette Lou Dove', 'Bo Hopper', 'Jim Carroll']",English,1.8
3205630,135468,Senior Project (2014) ,"['Comedy', 'Drama']",['school'],Nadine Truong,"['Ryan Potter', 'Vanessa Marano', 'Meaghan Martin', 'Kyle Massey', 'Sterling Beaumon', 'Margaret Cho', 'Lisa Di Venuta', 'Leonel Claude', 'John Colton', 'Melissa Dawn Johnson', 'Michael Krawic', 'Lana McKissack', 'Tatiana Mclane', 'Mackenzie Parker', 'Mark Sutton']",English,5.4
2545186,135470,À coup sûr (2014) ,['Comedy'],"['female nudity', 'topless female nudity', 'sex comedy', 'f rated', 'dentist']",Delphine de Vigan,"['Laurence Arné', 'Eric Elmosnino', 'Didier Bezace', 'Valérie Bonneton', 'Jérémy Lopez', 'Julia Faure', 'Eric Boucher', 'François Morel', 'Loïc Corbery', 'Sophie De La Rochefoucauld', 'Yolande Folliot', 'Riton Liebman', 'Damien Ferrette', 'Aude Briant', 'Delphine Chuillot']",French,4.6
2792346,135472,Les gazelles (2014) ,['Comedy'],['f rated'],Mona Achache,"['Camille Chamoux', 'Audrey Fleurot', 'Joséphine de Meaux', 'Naidra Ayadi', 'Anne Brochet', 'Olivia Côte', 'Franck Gastambide', 'Samuel Benchetrit', 'Camille Cottin', 'Rachel Arditi', 'Grégoire Ludig', 'David Marsais', 'Josiane Balasko', 'Sam Karmann', 'Stéphane De Groodt']",French,5.4
1309463,135474,Mariage chez les Bodin's (2008) ,['Comedy'],['mother'],Eric Le Roch,"['Jean-Christian Fraiscinet', 'Vincent Dubois', 'Jean-Pierre Durand', 'Faru', 'Carole Massana', 'Jean-Pierre Bigard', 'Louis-Marie Audubert', 'Philippe Manesse', 'Pierre Aucaigne', 'Johan Corbeau', 'Alain Bernard', 'Frédéric Merck', 'Jean-Gilles Barbier']",French,5.8
0325322,135478,Obsessed (2002) ,"['Drama', 'Mystery', 'Thriller']","['doctor', 'surgeon', 'one night stand', 'jail cell', 'attorney']",John Badham,"['Jenna Elfman', 'Kate Burton', 'Lisa Edelstein', 'Jane Wheeler', 'Mark Camacho', 'Vlasta Vrana', 'Charles Edwin Powell', 'Sam Robards', 'Linda E. Smith', 'Giancarlo Caltabiano', 'Holly Uloth', 'Lynne Adams', 'Sheena Larkin', 'Tyrone Benskin', 'Laura Mitchell']",English,5.6
4323536,135480,The Emperor's New Clothes (2015) ,['Documentary'],"['economics', 'social justice', 'bank bail out', 'financial district', 'archive footage']",Michael Winterbottom,"['Russell Brand', 'Geraint Anderson', 'Brigitte Bardot', 'Jean-Paul Belmondo', 'Richard Brooks', 'Warren Buffett', 'George W. Bush', 'David Cameron', 'John Christensen', 'Andrew Craig', 'Reece Davis-James', 'Bill de Blasio', 'David DeGraw', 'Bob Diamond', 'Bernie Ecclestone']",English,7.1
2318405,135484,Belyy tigr (2012) ,"['Action', 'Adventure', 'Fantasy', 'War']","['amnesia', 'red army', 'tiger tank', 'great patriotic war', 'tank crew']",Karen Shakhnazarov,"['Aleksey Vertkov', 'Vitaliy Kishchenko', 'Valeriy Grishko', 'Dmitriy Bykovskiy-Romashov', 'Gerasim Arkhipov', 'Aleksandr Vakhov', 'Vitaliy Dordzhiev', 'Vladimir Ilin', 'Karl Kranzkowski', 'Christian Redl', 'Klaus Grünberg', 'Vilmar Bieri', 'Dirk Martens', 'Michael Schenk', 'V. Chankin']",Russian,6.1
0289213,135486,Guardian (2001) ,"['Action', 'Sci-Fi', 'Thriller']","['drugs', 'demon', 'african american', 'fictional war', 'interracial relationship']",John Terlesky,"['Mario Van Peebles', 'James Remar', 'Stacy Oversier', 'Daniel Hugh Kelly', 'Ice-T', 'Karina Lombard', 'Michael Chinyamurindi', 'Phyllis Lyons', 'Nancy La Scala', 'Dey Young', 'J.R. Cacia', 'Steve Zad', 'Marshall Manesh', 'Douglas Weston', 'Iqbal Theba']",English,3.9
0250593,135488,Mom's Got a Date with a Vampire (2000) ,"['Comedy', 'Family', 'Fantasy', 'Horror']","['coffin', 'sleeping in a coffin', 'vampire coffin', 'nailing a coffin', 'reference to dracula']",Steve Boyum,"[""Matt O'Leary"", 'Laura Vandervoort', 'Myles Jeffrey', 'Caroline Rhea', 'Charles Shaughnessy', 'Robert Carradine', 'Karl Pruner', 'Robyn Palmer', 'Cameron Graham', 'Jake Epstein', 'J. Adam Brown', 'John Dewey', 'Kim Roberts', 'Patrick Gallagher', 'Shane Daly']",English,5.9
0984204,135490,Love Lies Bleeding (2008) ,"['Action', 'Crime', 'Thriller']","['bound', 'female tied up', 'woman in jeopardy', 'female removes her clothes', 'upskirt']",Keith Samples,"['Brian Geraghty', 'Jenna Dewan', 'Jacob Vargas', 'Tara Summers', 'Christian Slater', 'Craig Sheffer', 'Chris Ashworth', 'Don Battle', 'Josh Berry', 'Frank Bond', 'Gerald Brodin', 'Jeremy Burnell', 'Robert Cain', 'Bryan Chapman', 'Dave Colon']",English,5.7
3973410,135492,Kaakkaa Muttai (2014) ,"['Comedy', 'Drama']","['pizza', 'extortion', 'face slap', 'poverty', 'grandmother grandson relationship']",M. Manikandan,"['Ramesh', 'J. Vignesh', 'Aishwarya Rajesh', 'Ramesh Thilak', 'Joe Malloori', 'Babu Antony', 'Yogi Babu', 'Krishnamoorthy', 'T.R. Silambarasan', 'Nivas Adithan', 'Vishwa Kumar']",Tamil,8.4
2408040,135494,B.A. Pass (2012) ,"['Crime', 'Drama', 'Thriller']","['playing chess', 'older woman younger man sex', 'older woman seduces younger man', 'cuckolded husband', 'cheating wife']",Ajay Bahl,"['Shadab Kamal', 'Shilpa Shukla', 'Dibyendu Bhattacharya', 'Shikha Joshi', 'Vanya Joshi', 'Vijay Kaushik', 'Padam Mishra', 'Deepti Naval', 'Anula Navlekar', 'Happy Ranjit', 'Amit Sharma', 'Geeta Agrawal Sharma', 'Rajeev Sharma', 'Rajesh Sharma', 'Raveena Singh']",Hindi,6.4
0390205,135498,Maljukgeori janhoksa (2004) ,"['Action', 'Drama', 'History']","['bruce lee', 'dojo', 'black belt', 'gi', 'mixed martial arts']",Ha Yoo,"['Sang-Woo Kwon', 'Jung-Jin Lee', 'Ga-in Han', 'Hyo-jun Park', 'In-kwon Kim', 'Jong-Hyuk Lee', 'Dong-won Seo', 'Byeong-chun Kim', 'Ho-jin Chun', 'Bu-seon Kim', 'Yeong-im Kim', 'Soo-Young Park', 'Han-seok Yang']",Korean,7.4
2424988,135500,Gabbar Is Back (2015) ,['Action'],"['vigilante', 'impersonating a police officer', 'coffin', 'tire iron', 'cemetery']",Radha Krishna Jagarlamudi,"['Akshay Kumar', 'Kareena Kapoor', 'Shruti Haasan', 'Jaideep Ahlawat', 'Chitrangda Singh', 'Shruti Bapna', 'Sunil Grover', 'Suman', 'Jagdish Rajpurohit', 'Sanjay Gurbaxani', 'Ishita Vyas', 'Hetal Puniwala', 'Anandeshwar Dwivedi', 'Sai Ballal', 'Pravina Bhagwat Deshpande']",Hindi,7.1
3183630,135502,O Menino e o Mundo (2013) ,"['Animation', 'Adventure', 'Family']","['very little dialogue', 'watching television', 'city', 'fireworks', 'little boy']",Alê Abreu,"['Vinicius Garcia', 'Felipe Zilse', 'Alê Abreu', 'Lu Horta', 'Marco Aurélio Campos']",Portuguese,7.6
1810683,135504,Little Boy (2015) ,"['Drama', 'History', 'War']","['faith', 'racial discrimination', 'world war two', 'spirituality', 'father son relationship']",Alejandro Monteverde,"['Jakob Salvati', 'Emily Watson', 'David Henrie', 'Michael Rapaport', 'Cary-Hiroyuki Tagawa', 'Tom Wilkinson', 'Ben Chaplin', 'Ted Levine', 'Kevin James', 'Ali Landry Monteverde', 'Abraham Benrubi', 'Eduardo Verástegui', 'Aaron Leddick', 'Americus Abesamis', 'Andy Geller']",English,7.4
